scenarioId,notionalUsd,matchingRatioPercent,poolFeeBps,liquidityMode,executionStatus,measured,rejectionReason,economics,baselines,invariants
econ-scaled-100000-25-5bps,100000,25,5,scaled,FULL_FILL,true,,"{""outputAdvantageUsd"":24.999345,""gasPremium"":441252,""l2CostUsdAt1GweiEth3000"":1.3237560000000002,""solverReserveUsd"":6.25,""l1SecurityFeeUsd"":null,""netBenefitUsdExcludingL1"":17.425589000000002,""productionFeeVerdict"":""PENDING_FORK_L1_AND_UNIVERSAL_ROUTER""}","{""ilal"":{""succeeded"":true,""outputRaw"":124956881044,""totalGas"":684108,""endingTick"":-2,""lpFeeRaw"":37500000},""directV4Independent"":{""fullFill"":true,""outputRaw"":124931881699,""totalGas"":242856,""lpFeeRaw"":62500000},""directV4Bundled"":{""status"":""MODELLED_LOCAL_ENVELOPE"",""fullFill"":true,""outputRaw"":124931881699,""totalGas"":221856,""note"":""Same measured two-swap execution with one transaction intrinsic removed; wrapper overhead is not inferred.""},""universalRouterPermit2Independent"":{""status"":""PENDING_FORK_MEASUREMENT""},""universalRouterPermit2Bundled"":{""status"":""PENDING_FORK_MEASUREMENT""},""residualOnlyLowerBound"":{""status"":""THEORETICAL_LOWER_BOUND"",""outputRaw"":124956881044,""excludedCosts"":[""signature-validation"",""policy-validation"",""canonical-allocation""]}}","{""conservation"":""PASS"",""atomicity"":""PASS"",""zeroInventory"":""PASS""}"
econ-scaled-100000-50-100bps,100000,50,100,scaled,UNSUPPORTED_CONFIGURATION,false,InstitutionalNettingHook candidate immutably supports only fee=500 pips (5 bps),,,
econ-scaled-100000-50-1bps,100000,50,1,scaled,UNSUPPORTED_CONFIGURATION,false,InstitutionalNettingHook candidate immutably supports only fee=500 pips (5 bps),,,
econ-scaled-100000-50-30bps,100000,50,30,scaled,UNSUPPORTED_CONFIGURATION,false,InstitutionalNettingHook candidate immutably supports only fee=500 pips (5 bps),,,
econ-scaled-100000-50-5bps,100000,50,5,scaled,FULL_FILL,true,,"{""outputAdvantageUsd"":49.999252,""gasPremium"":441240,""l2CostUsdAt1GweiEth3000"":1.32372,""solverReserveUsd"":7.5,""l1SecurityFeeUsd"":null,""netBenefitUsdExcludingL1"":41.175532,""productionFeeVerdict"":""PENDING_FORK_L1_AND_UNIVERSAL_ROUTER""}","{""ilal"":{""succeeded"":true,""outputRaw"":149972502624,""totalGas"":684097,""endingTick"":-1,""lpFeeRaw"":25000000},""directV4Independent"":{""fullFill"":true,""outputRaw"":149922503372,""totalGas"":242857,""lpFeeRaw"":75000000},""directV4Bundled"":{""status"":""MODELLED_LOCAL_ENVELOPE"",""fullFill"":true,""outputRaw"":149922503372,""totalGas"":221857,""note"":""Same measured two-swap execution with one transaction intrinsic removed; wrapper overhead is not inferred.""},""universalRouterPermit2Independent"":{""status"":""PENDING_FORK_MEASUREMENT""},""universalRouterPermit2Bundled"":{""status"":""PENDING_FORK_MEASUREMENT""},""residualOnlyLowerBound"":{""status"":""THEORETICAL_LOWER_BOUND"",""outputRaw"":149972502624,""excludedCosts"":[""signature-validation"",""policy-validation"",""canonical-allocation""]}}","{""conservation"":""PASS"",""atomicity"":""PASS"",""zeroInventory"":""PASS""}"
econ-scaled-100000-70-100bps,100000,70,100,scaled,UNSUPPORTED_CONFIGURATION,false,InstitutionalNettingHook candidate immutably supports only fee=500 pips (5 bps),,,
econ-scaled-100000-70-1bps,100000,70,1,scaled,UNSUPPORTED_CONFIGURATION,false,InstitutionalNettingHook candidate immutably supports only fee=500 pips (5 bps),,,
econ-scaled-100000-70-30bps,100000,70,30,scaled,UNSUPPORTED_CONFIGURATION,false,InstitutionalNettingHook candidate immutably supports only fee=500 pips (5 bps),,,
econ-scaled-100000-70-5bps,100000,70,5,scaled,FULL_FILL,true,,"{""outputAdvantageUsd"":69.999456,""gasPremium"":441736,""l2CostUsdAt1GweiEth3000"":1.3252080000000002,""solverReserveUsd"":8.5,""l1SecurityFeeUsd"":null,""netBenefitUsdExcludingL1"":60.17424799999999,""productionFeeVerdict"":""PENDING_FORK_L1_AND_UNIVERSAL_ROUTER""}","{""ilal"":{""succeeded"":true,""outputRaw"":169984100926,""totalGas"":684592,""endingTick"":-1,""lpFeeRaw"":15000000},""directV4Independent"":{""fullFill"":true,""outputRaw"":169914101470,""totalGas"":242856,""lpFeeRaw"":85000000},""directV4Bundled"":{""status"":""MODELLED_LOCAL_ENVELOPE"",""fullFill"":true,""outputRaw"":169914101470,""totalGas"":221856,""note"":""Same measured two-swap execution with one transaction intrinsic removed; wrapper overhead is not inferred.""},""universalRouterPermit2Independent"":{""status"":""PENDING_FORK_MEASUREMENT""},""universalRouterPermit2Bundled"":{""status"":""PENDING_FORK_MEASUREMENT""},""residualOnlyLowerBound"":{""status"":""THEORETICAL_LOWER_BOUND"",""outputRaw"":169984100926,""excludedCosts"":[""signature-validation"",""policy-validation"",""canonical-allocation""]}}","{""conservation"":""PASS"",""atomicity"":""PASS"",""zeroInventory"":""PASS""}"
econ-scaled-100000-90-100bps,100000,90,100,scaled,UNSUPPORTED_CONFIGURATION,false,InstitutionalNettingHook candidate immutably supports only fee=500 pips (5 bps),,,
econ-scaled-100000-90-1bps,100000,90,1,scaled,UNSUPPORTED_CONFIGURATION,false,InstitutionalNettingHook candidate immutably supports only fee=500 pips (5 bps),,,
econ-scaled-100000-90-30bps,100000,90,30,scaled,UNSUPPORTED_CONFIGURATION,false,InstitutionalNettingHook candidate immutably supports only fee=500 pips (5 bps),,,
econ-scaled-100000-90-5bps,100000,90,5,scaled,FULL_FILL,true,,"{""outputAdvantageUsd"":89.999803,""gasPremium"":441748,""l2CostUsdAt1GweiEth3000"":1.325244,""solverReserveUsd"":9.5,""l1SecurityFeeUsd"":null,""netBenefitUsdExcludingL1"":79.174559,""productionFeeVerdict"":""PENDING_FORK_L1_AND_UNIVERSAL_ROUTER""}","{""ilal"":{""succeeded"":true,""outputRaw"":189994900100,""totalGas"":684604,""endingTick"":-1,""lpFeeRaw"":5000000},""directV4Independent"":{""fullFill"":true,""outputRaw"":189904900297,""totalGas"":242856,""lpFeeRaw"":95000000},""directV4Bundled"":{""status"":""MODELLED_LOCAL_ENVELOPE"",""fullFill"":true,""outputRaw"":189904900297,""totalGas"":221856,""note"":""Same measured two-swap execution with one transaction intrinsic removed; wrapper overhead is not inferred.""},""universalRouterPermit2Independent"":{""status"":""PENDING_FORK_MEASUREMENT""},""universalRouterPermit2Bundled"":{""status"":""PENDING_FORK_MEASUREMENT""},""residualOnlyLowerBound"":{""status"":""THEORETICAL_LOWER_BOUND"",""outputRaw"":189994900100,""excludedCosts"":[""signature-validation"",""policy-validation"",""canonical-allocation""]}}","{""conservation"":""PASS"",""atomicity"":""PASS"",""zeroInventory"":""PASS""}"
